image_url,question,response1,response2,judgement,Chosen,Rejected
http://images.cocodataset.org/train2017/000000236626.jpg,Question: Analyze the image in a comprehensive and detailed manner. Answer:,A guy in a striped shirt is cutting into a slice of some dessert (?),A man is taking a bite of cake from a paper plate in a restaurant,2,A man is taking a bite of cake from a paper plate in a restaurant,A guy in a striped shirt is cutting into a slice of some dessert (?)
http://images.cocodataset.org/train2017/000000479495.jpg,Question: What is this photo about'? Answer:,A bike is parked at the bus stop,"A bicycle, a bench, and a light",2,"A bicycle, a bench, and a light",A bike is parked at the bus stop
http://images.cocodataset.org/train2017/000000534763.jpg,"Question: What are some concerns for pedestrians, drivers, and officials in such a busy intersection? Answer:","People, the environment and the future","Parking, traffic, pedestrian safety, and the many businesses in the area",2,"Parking, traffic, pedestrian safety, and the many businesses in the area","People, the environment and the future"
http://images.cocodataset.org/train2017/000000119909.jpg,Question: What do you think is going on in this snapshot? Answer:,I think is a view from the back of the room,A room in an apartment,2,A room in an apartment,I think is a view from the back of the room
http://images.cocodataset.org/train2017/000000096886.jpg,Question: What is the purpose of a light rail transit system? Answer:,It carries people all over a city,To connect people and/or goods from one place to another,2,To connect people and/or goods from one place to another,It carries people all over a city
http://images.cocodataset.org/train2017/000000412722.jpg,Question: What could be a possible concern for this bathroom's layout? Answer:,"Water tank tank for the tub and shower; there is a large shelf in the corner with towels hanging on it next to the sink, so it would be ideal to make a good use of this space","A potential privacy breach for the shower, and an obstructed view of the toilet through the glass door",2,"A potential privacy breach for the shower, and an obstructed view of the toilet through the glass door","Water tank tank for the tub and shower; there is a large shelf in the corner with towels hanging on it next to the sink, so it would be ideal to make a good use of this space"
http://images.cocodataset.org/train2017/000000203926.jpg,"Question: What is the interaction between the woman, the dog, and the man in the boat? Answer:",The man is the only one on the boat; the dog is not involved,The interaction is a person in a boat in a lake.,2,The interaction is a person in a boat in a lake.,The man is the only one on the boat; the dog is not involved
http://images.cocodataset.org/train2017/000000561303.jpg,Question: What unexpected item is found next to the fire hydrant? Answer:,My fire hydrant hat,A hat,2,A hat,My fire hydrant hat
http://images.cocodataset.org/train2017/000000054341.jpg,Question: What is the setting or location of the bowl and bird? Answer:,A home office,The bird is in the bowl,2,The bird is in the bowl,A home office
http://images.cocodataset.org/train2017/000000513712.jpg,Question: Why might someone arrange a hot dog and other ingredients like this? Answer:,"To make a really nice picture, or get points on a test.","To make a hot dog at home, of course.",2,"To make a hot dog at home, of course.","To make a really nice picture, or get points on a test."
http://images.cocodataset.org/train2017/000000055050.jpg,Question: Why might these two men be standing under an umbrella together? Answer:,"There are no real answers to that question, just guesses and suppositions.",Perhaps to try to conceal their identities?,2,Perhaps to try to conceal their identities?,"There are no real answers to that question, just guesses and suppositions."
http://images.cocodataset.org/train2017/000000197585.jpg,Question: What is this photo about'? Answer:,It is about a bunch of guys that are playing frisbee in a park,A group of people playing frisbee outdoors,1,It is about a bunch of guys that are playing frisbee in a park,A group of people playing frisbee outdoors
http://images.cocodataset.org/train2017/000000561713.jpg,Question: Write a detailed description of the given image. Answer:,The field of the home base with the batter and umpire,A baseball player is swinging the bat at a home run at bat,2,A baseball player is swinging the bat at a home run at bat,The field of the home base with the batter and umpire
http://images.cocodataset.org/train2017/000000343066.jpg,Question: Why could the red lights on the traffic signal be significant in this particular setting? Answer:,Because there are no lines on the asphalt,Because the traffic light was in a place where traffic lights are commonly used,2,Because the traffic light was in a place where traffic lights are commonly used,Because there are no lines on the asphalt
