image_url,question,response1,response2,judgement
http://images.cocodataset.org/train2017/000000268739.jpg,Question: Write a detailed description of the given image. Answer:,a little boy standing on top of a soccer ball,A young boy plays with his ball,2
http://images.cocodataset.org/train2017/000000123351.jpg,Question: What might be a potential problem with the placement of the clock and the plant? Answer:,,"The clock is too low, and the plant is too high",2
http://images.cocodataset.org/train2017/000000015552.jpg,Question: What can be inferred from the setting about the owner's technological preferences? Answer:,"the owner's ability to do things in the workplace at all time. Note the combination of peripherals, laptop and a keyboard and mouse",Not much.,2
http://images.cocodataset.org/train2017/000000467300.jpg,Question: What are the key elements in this picture? Answer:,The bride and groom cutting their wedding cake,"the wedding cake, the bride and groom and the table cloth",2
http://images.cocodataset.org/train2017/000000512634.jpg,Question: Write a detailed description of the given image. Answer:,All children are the same,Child's birthday party,1
http://images.cocodataset.org/train2017/000000579461.jpg,Question: What is an important aspect for an airport in terms of efficiency and passenger satisfaction? Answer:,Skyline,Efficiency,2
http://images.cocodataset.org/train2017/000000303763.jpg,Question: Explain the visual content of the image in great detail. Answer:,The image contains a woman who is playing video games in a living room with a couple people who are doing a similar thing,a person playing a video game.,2
http://images.cocodataset.org/train2017/000000502984.jpg,"Question: What are some of the challenges and skills required in skateboarding, especially when using ramps in a skate park? Answer:",To get better you have to do more,"I have been skateboarding for about a year now, and I am really enjoying it. Although, I feel that there are a few things that I still need to learn. I am working on learning the tricks, and I am really looking forward to",2
http://images.cocodataset.org/train2017/000000128250.jpg,Question: How does the environment affect the baby giraffe's upbringing in this image? Answer:,"The animals are separated for the first year of their lives, which helps protect animals from disease [source]",The baby giraffe is standing in a pen with hay,2
http://images.cocodataset.org/train2017/000000282730.jpg,Question: Can you give a brief background about the Whirlpool company? Answer:,The Whirlpool corporation is a manufacturer of commercial and household appliances that are popular in the United States,whirlpool is a company that manufactures laundry machines,2
http://images.cocodataset.org/train2017/000000012757.jpg,Question: Can you elaborate on the elements of the picture provided? Answer:,What is the woman playing? Answer: A sport? Answer: Tennis? Answer: Yes Answer: I have no idea,There's a woman swinging a tennis racket at a tennis ball in the foreground. She's playing a tennis game. In the background are spectators.,2
http://images.cocodataset.org/train2017/000000581884.jpg,Question: What are some popular types of kites that might be seen in this scene? Answer:,"kites, are generally","kites, kites, kites, kites",1
http://images.cocodataset.org/train2017/000000128850.jpg,Question: Analyze the image in a comprehensive and detailed manner. Answer:,Street scene,a busy market area,1
http://images.cocodataset.org/train2017/000000180488.jpg,Question: Can you elaborate on the elements of the picture provided? Answer:,yes,Skiing,2
http://images.cocodataset.org/train2017/000000087234.jpg,Question: How can the nutritional benefits of this meal be improved? Answer:,With more brocolli.,by adding more broccoli,2
http://images.cocodataset.org/train2017/000000336843.jpg,Question: What might be a concern for a consumer who wants to purchase these hot dogs? Answer:,"Consumer can't make their choice before they open the first of the hot dogs, even if their choice is three very different, but tasty hot dog fillings",The real concern is the possibility of a hot dog falling on the floor.,2
http://images.cocodataset.org/train2017/000000311116.jpg,Question: What might the woman be preparing for and what factors should she consider? Answer:,"Why surf, why be prepared and how? Questions asked in 'What Makes A Woman A Woman' - Answer - Questioning",The woman is preparing to surf,2
http://images.cocodataset.org/train2017/000000219810.jpg,Question: Write a detailed description of the given image. Answer:,An open air market,A market with people selling vegetables,1
http://images.cocodataset.org/train2017/000000002258.jpg,Question: Why is it necessary for planes to be towed or pushed back from gates at airports? Answer:,Because a plane would explode if it crashes,Because they are too big to fit through the gates at the gate,2
http://images.cocodataset.org/train2017/000000123643.jpg,Question: What concerns might arise in this area due to its condition? Answer:,This is the only usable part,It's a toilet,2
http://images.cocodataset.org/train2017/000000123378.jpg,Question: Analyze the image in a comprehensive and detailed manner. Answer:,"The group is in a natural area, at night, in the forest",A group of friends playing frisbee in a forest,1
http://images.cocodataset.org/train2017/000000077432.jpg,Question: Analyze the image in a comprehensive and detailed manner. Answer:,the reflection. Answer: the reflection of the bathroom mirror. Answer: the reflection of the sink. Answer: all of them! How did you see it?,"a bathroom mirror, a hair dryer, a vanity mirror, a sink, a mirror, and a toilet",2
